text
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Sansevieria. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Adelfa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Adelfa. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Buganvilla. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Buganvilla. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jazmín polyanthum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jazmín polyanthum. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Plumbago. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Plumbago. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Limonero. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Limonero. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Naranjo. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Naranjo. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Olivo. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Olivo. [/INST] Temp: 25-32, Humedad suelo: 55-70, Ph: 6.0-7.0, Ec: 1.5-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ficus carica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ficus carica. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Hiedra (exterior). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Hiedra (exterior). [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Parra virgen. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Parra virgen. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cactus de jardín. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cactus de jardín. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.5-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Palmeras. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Palmeras. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Buxus sempervirens. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Buxus sempervirens. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Photinia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Photinia. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Pittosporum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Pittosporum. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Lavatera. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Lavatera. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Jasminum officinale. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Jasminum officinale. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cineraria. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cineraria. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Clivia miniata. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Clivia miniata. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Musa. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 1.5-2.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Musa. [/INST] Temp: 25-28, Humedad suelo: 75-85, Ph: 6.0-6.5, Ec: 1.5-2.0, N: 100-150, P: 40-60, K: 50-80 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Caladium. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Caladium. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Coleus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Coleus. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Alocasia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Alocasia. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Croton. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Croton. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Crinum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Crinum. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Amaryllis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Amaryllis. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Heliconia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Heliconia. [/INST] Temp: 22-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ipomea. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ipomea. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Oxalis triangularis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Oxalis triangularis. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Senecio rowleyanus. [/INST] Temp: 18-25, Humedad suelo: 60-70, Ph: 6.0-6.5, Ec: 1.5-2.0, N: 50-80, P: 20-30, K: 30-50 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Senecio rowleyanus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Sedum morganianum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Sedum morganianum. [/INST] Temp: 22-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Kalanchoe. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Kalanchoe. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Tillandsia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Tillandsia. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Portulaca. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Portulaca. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Euryops. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Euryops. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Nandina doméstica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Nandina doméstica. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cactus de Navidad. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cactus de Navidad. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.0-6.8, Ec: 1.5-2.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cinta variegada. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cinta variegada. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Albahaca morada. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Albahaca morada. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Abedul – Betula pendula. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Abedul – Betula pendula. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Acebuche – Olea europaea (subsp. sylvestris). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Acebuche – Olea europaea (subsp. sylvestris). [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Aceituna – Olea europaea. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Aceituna – Olea europaea. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Acelga – Beta vulgaris (subsp. cicla). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Acelga – Beta vulgaris (subsp. cicla). [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Achicoria – Cichorium intybus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Achicoria – Cichorium intybus. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Acanto – Acanthus mollis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Acanto – Acanthus mollis. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Aciano – Centaurea cyanus. [/INST] Temp: 20-28 °C, Humedad suelo: 60-75%, Ph: 6.0-6.8, Ec: 1.5-2.5 dS/m, N: 60-100 mg/kg, P: 20-40 mg/kg, K: 30-60 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Aciano – Centaurea cyanus. [/INST] Temp: 18-25 °C, Humedad suelo: 50-65%, Ph: 6.2-7.0, Ec: 1.8-2.8 dS/m, N: 80-120 mg/kg, P: 30-50 mg/kg, K: 40-70 mg/kg </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Aguacate – Persea americana. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Aguacate – Persea americana. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Agave – Agave americana. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Agave – Agave americana. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ajo – Allium sativum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ajo – Allium sativum. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ajo cabaña – Allium cepa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ajo cabaña – Allium cepa. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Albahaca – Ocimum basilicum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Albahaca – Ocimum basilicum. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Albaricoquero – Prunus armeniaca. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Albaricoquero – Prunus armeniaca. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Alcachofa – Cynara scolymus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Alcachofa – Cynara scolymus. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Alcornoque – Quercus suber. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Alcornoque – Quercus suber. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Aldea (Peonia) – Paeonia mascula. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Aldea (Peonia) – Paeonia mascula. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ajo silvestre – Allium ursinum. [/INST] Temp: 15-25, Humedad suelo: 60-75, Ph: 6.0-7.0, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ajo silvestre – Allium ursinum. [/INST] Temp: 18-22, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 1.5-2.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ajenjo – Artemisia absinthium. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ajenjo – Artemisia absinthium. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Alfalfa – Medicago sativa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Alfalfa – Medicago sativa. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Algodón – Gossypium hirsutum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Algodón – Gossypium hirsutum. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Aliso – Alnus glutinosa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
